ID	WCFS1.glc.1	WCFS1.glc.2	WCFS1.rib.1	WCFS1.rib.2	NC8.glc.1	NC8.glc.2	NC8.rib.1	NC8.rib.2
lp_0861	1103	1310	2125	2236	1126	1456	2322	2076
lp_0862	81	72	57	93	66	72	41	70
lp_0863	745	743	485	631	546	664	536	643
lp_0864	1093	1144	813	932	1119	957	853	919
lp_0865	513	497	960	487	551	321	507	375
lp_0866	929	940	618	696	867	977	579	824
lp_0868	1768	1828	1288	1756	1392	1431	1478	1553
lp_0871	8183	8035	4472	4280	6616	6852	2986	4182
lp_0872	775	1053	893	977	849	1379	1259	1277
lp_0874	433	434	413	446	125	157	117	119
lp_0875	186	206	272	151	333	283	88	164
lp_0878	1793	1440	2712	2779	1887	1434	2171	2364
lp_0881	2236	2258	3107	4209	1926	2403	2693	3398
lp_0882	1940	2149	2817	3488	1816	2433	2486	2999
lp_0883	1216	1248	1931	1826	1232	1175	1490	1571
lp_0884	53	51	165	224	48	66	157	173
lp_0885	37	26	130	126	59	26	88	111
lp_0886	120	121	432	441	117	131	343	382
lp_0887	108	114	378	355	108	138	326	336
lp_0888	1180	1366	1552	1302	931	1137	1221	984
lp_0889	484	567	1057	1260	166	320	680	479
lp_0891	1226	1341	827	830	1065	1060	627	671
lp_0892	245	221	177	197	243	274	197	192
lp_0893	586	551	397	463	764	681	555	481
lp_0894	634	732	680	590	252	262	164	124
lp_0895	465	593	450	510	519	503	554	528
lp_0896	5309	6431	4743	5437	3975	5405	5224	4923
lp_0897	313	291	214	259	269	283	257	288
lp_0898	15	10	9	26	8	14	22	10
lp_0900	2874	3524	2410	2396	2816	3571	3866	3473
lp_0901	2777	3438	2470	2710	2652	3679	3623	3555
lp_0902	2610	3205	2325	2765	2877	4191	4342	4449
lp_0903	1012	1280	1031	1414	1071	1486	1936	1739
lp_0907	808	909	803	661	1212	1747	2138	1959
lp_0910	5800	5487	4888	6016	5824	6600	8106	7971
lp_0912	44	43	150	191	63	50	156	144
lp_0913	881	850	1090	1049	725	583	1099	1034
lp_0914	36108	35331	29345	32766	23920	24972	30844	31462
lp_0924	222	90	75	163	328	408	238	544
lp_0925	1112	1053	681	905	1802	2015	1918	2306
lp_0926	608	765	1556	1429	441	395	1155	900
lp_0927	1987	2417	4280	5223	1365	1527	3228	3338
lp_0928	1372	1368	2716	3283	947	951	1734	1809
lp_0929	2524	3065	5276	7065	1766	2155	3594	4451
lp_0930	1979	2210	3710	4850	1219	1641	2380	3153
lp_0931	711	919	892	956	162	248	705	744
lp_0932	877	917	651	953	270	352	357	589
lp_0934	120	180	94	102	30	36	13	7
lp_0935	186	203	117	119	48	72	14	16
lp_0937	4261	4225	4745	5390	3417	3522	4817	5699
lp_0945	4	2	6	11	20	53	52	56
lp_0946	130	183	374	516	102	260	575	613
lp_0947	96	104	127	92	63	49	102	58
lp_0948	127	111	146	173	87	73	111	156
lp_0949	145	156	221	243	103	89	103	174
lp_0950	265	239	242	317	92	144	147	250
lp_0951	72	79	96	88	95	114	170	146
lp_0954	1818	2109	1133	1300	1054	1423	844	825
lp_0955	1345	1556	786	750	840	923	245	178
lp_0957	599	677	804	860	955	1100	1029	1009
lp_0959	7494	10132	8474	10023	7865	10950	11943	11908
lp_0960	273	274	210	277	200	364	288	313
lp_0960a	52	84	74	105	112	99	91	82
lp_0962	2135	2201	1771	1963	1578	2095	1780	1895
lp_0963	1891	2379	1625	1924	1762	2395	1843	2266
lp_0965	1302	1593	706	746	467	688	283	198
lp_0966	320	222	183	351	195	178	98	246
lp_0967	379	423	507	505	305	297	383	399
lp_0968	2555	2435	1645	1567	1813	2073	1105	1289
lp_0969	2022	1751	1128	1170	1711	1659	611	925
lp_0970	1769	1865	1528	1603	1631	1839	1614	1691
lp_0971	1860	2420	2014	2469	1336	1618	2172	2195
lp_0972	559	646	601	794	447	577	685	668
lp_0973	0	8	16	30	3	15	10	14
lp_0975	8	4	12	20	4	12	14	13
lp_0977	4674	5588	6294	7015	4720	5948	7637	7002
lp_0979	12983	15539	9730	10538	12630	17149	12661	11724
lp_0981	272	391	304	338	40	48	60	42
lp_0982	397	529	460	555	77	91	90	95
lp_0984	751	848	352	171	809	702	280	292
lp_0988	520	543	407	579	446	564	618	756
lp_0990	1177	1317	669	545	1613	1565	563	615
lp_0991	1554	1776	910	805	1959	2088	1117	1035
lp_0992	263	224	196	165	255	224	169	196
lp_0995	2422	3378	3225	4009	2549	3487	4663	4982
lp_0996	3583	3910	3149	3081	3591	3122	2928	3235
lp_0997	53164	56656	40631	24621	53803	33583	26465	19250
lp_0998	666	565	426	535	501	506	391	578
lp_0999	457	349	340	337	344	371	345	388
lp_1000	9700	10532	6802	6786	10844	13797	8371	8934
lp_1001	964	996	1036	754	1887	1311	1352	1016
lp_1002	2259	3276	5285	6504	1238	1988	4548	4442
lp_1003	250	245	341	425	303	420	333	435
lp_1004	507	453	824	1124	601	652	959	1076
lp_1005	7489	8076	18211	21901	6282	7533	26127	25501
lp_1008	4637	4378	2658	2252	3355	3138	1848	1789
lp_1010	4341	4553	1774	1467	4892	5774	1707	2220
lp_1011	1796	1015	715	538	2228	837	522	623
lp_1018	2044	2014	1712	1905	2328	2159	2170	2145
lp_1020	1469	1454	1074	1423	1103	1162	1203	1410
lp_1021	76306	78861	63050	68403	64200	74661	64319	67069
lp_1022	85884	91264	71464	71201	79195	88210	72477	70852
lp_1023	2	0	5	3	0	0	4	2
lp_1025	37639	38638	29877	24354	40747	36755	22977	19140
lp_1026	39049	42707	31932	27536	42507	43209	27247	22664
lp_1027	121408	131195	101753	90978	129968	136504	95591	77719
lp_1032	74359	80145	45633	40229	77871	81615	35640	37184
lp_1033	91460	84200	56389	48587	96142	91873	40593	39739
lp_1034	53393	55069	34172	29463	51312	56320	25392	25564
lp_1035	43799	43674	27144	24095	41535	44232	18998	19477
lp_1036	73369	65669	43873	38989	67885	67356	30698	29617
lp_1038	34253	33049	19656	19756	31993	39158	14065	16337
lp_1039	44502	42932	24847	26519	36480	45829	17014	19058
lp_1040	47650	45485	27663	28461	42447	50631	20285	21471
lp_1041	21779	20712	12111	13165	19703	23938	9326	9805
lp_1043	25888	24451	13265	15695	22991	27919	9597	11154
lp_1044	16561	12939	10562	8168	20388	12457	6067	5909
lp_1045	21842	19477	12639	12047	22271	20569	8683	9138
lp_1046	34434	32867	18848	21060	30937	35111	13914	14706
lp_1047	38594	36933	22727	23630	35157	39493	17624	17255
lp_1050	35985	32154	19086	23157	32808	38237	14283	15350
lp_1051	43735	40743	23460	29011	39010	47774	17801	21478
lp_1052	34653	30804	18357	22451	32737	36885	14822	16844
lp_1053	26788	22994	13693	17688	22528	28619	10005	12362
lp_1054	17998	15488	9143	11816	16227	17664	6933	8132
lp_1055	11045	8466	6241	6326	13713	11995	6486	6304
lp_1056	66203	54720	34239	42805	60292	66045	28124	32201
lp_1058	22758	19820	12768	12869	21185	20321	7557	7538
lp_1059	13555	11530	8998	9144	14298	11843	7745	7616
lp_1060	17778	12071	13175	9891	25493	12799	9531	8942
lp_1061	23230	19180	17106	15111	25240	19594	14554	13619
lp_1062	61024	58080	42384	40475	58790	52872	35521	33417
lp_1063	38488	40192	24686	28493	34877	47294	22936	25090
lp_1066	1805	2146	2350	2189	1775	2590	1751	1946
lp_1067	927	1157	1230	1173	967	1466	970	1045
lp_1068	872	1022	1326	1101	1029	1211	851	971
lp_1069	4134	4579	12938	13947	6002	7696	21458	19376
lp_1070	3620	4324	13640	14095	3851	4095	16312	14209
lp_1072	1334	1273	1480	1548	1284	1291	1470	1559
lp_1073	2415	2597	2212	2195	2303	2756	2442	2616
lp_1074	2899	3409	2774	2729	2786	3615	3449	3576
lp_1075	3330	3824	2929	2821	3498	3900	3481	3638
lp_1076	2848	3108	1813	1903	2826	3408	2284	2817
lp_1077	58231	58754	38564	39504	53737	55827	35864	35451
lp_1078	41323	43263	30058	29263	42063	41827	26315	23811
lp_1079	6307	8774	7611	8408	3579	4899	6242	5889
lp_1081	4	14	10	15	2	15	21	18
lp_1084	41	55	26	59	44	61	22	44
lp_1085	171	166	168	222	114	190	154	235
lp_1088	2	0	0	1	2	0	0	0
lp_1089	1	4	2	3	7	9	7	14
lp_1090	6	6	6	10	15	26	16	20
lp_1092	124	144	186	192	145	212	221	284
lp_1093	129	120	96	125	89	91	66	91
lp_1095	740	997	329	401	285	379	261	284
lp_1096	561	689	263	245	271	289	220	170
lp_1098	402	515	475	523	419	545	615	596
lp_1101	1089	1378	1553	1682	732	833	1058	1312
lp_1103	1107	1419	1041	1127	1094	1575	1106	1260
lp_1105	1164	1247	1303	1564	823	1045	1184	1503
lp_1106	1831	1938	2084	2252	1430	1827	1888	2187
lp_1107	1470	1640	1820	2137	919	1340	1484	1771
lp_1108	2542	3138	3519	3545	1839	2426	2958	3382
lp_1109	4611	5935	6733	6494	3306	4011	5262	5646
lp_1112	492	483	316	432	360	475	235	295
lp_1113	637	637	532	721	585	825	369	562
lp_1114	379	527	343	446	473	531	756	650
lp_1115	633	735	634	764	872	994	1293	1279
lp_1116	321	318	300	242	396	444	332	308
lp_1118	99	69	38	39	76	92	32	32
lp_1119	26	31	9	16	29	19	12	15
lp_1120	833	1008	665	474	788	796	546	427
lp_1121	511	381	238	452	406	431	325	437
lp_1123	264	272	276	338	260	189	324	282
lp_1124	150	164	138	232	197	335	261	278
lp_1125	1482	1407	2180	2535	1849	1944	3485	3802
lp_1126	1200	1150	2090	2011	1380	1299	2977	2813
lp_1128	1548	1723	1500	1606	1609	1742	1589	1709
lp_1129	2286	2729	2419	2319	2031	2555	2184	2224
lp_1132	88	86	91	103	164	198	256	280
lp_1134	1514	1701	1740	2035	1353	1981	1991	2056
lp_1135	2523	2543	1957	2248	2162	1732	2117	1987
lp_1136	2982	4510	5293	6206	3211	4863	9148	8892
lp_1138	782	583	429	538	686	709	241	368
lp_1139	2589	2340	2256	2592	2467	2594	3082	3351
lp_1140	1475	1477	1249	1474	1585	1726	1769	2080
lp_1141	7372	6945	5641	6798	7235	7449	7483	8102
lp_1144	6948	5951	4325	5617	5396	6555	4571	6174
lp_1145	8233	7826	5100	6848	6694	9851	5694	7377
lp_1146	8380	8552	5951	6800	7765	9550	5912	7223
lp_1147	3147	2859	2068	2517	3144	4417	2293	3256
lp_1148	10130	9738	6893	8208	8788	11173	6604	8310
lp_1149	17768	17217	11566	13911	15198	20290	11196	14008
lp_1150	9393	9230	5817	6515	9103	11276	5998	7585
lp_1151	7454	7367	4806	5204	7049	7892	7039	7046
lp_1153	5284	3850	3713	5784	4990	4519	4690	7497
lp_1154	1950	1896	1585	1768	1406	1656	1136	1126
lp_1155	612	604	525	654	544	643	679	825
lp_1156	669	528	543	612	528	555	631	720
lp_1157	1696	1925	1549	1822	1272	1545	1562	1616
lp_1158	1845	2176	1660	1915	1307	1711	1602	1652
lp_1159	872	774	773	781	708	857	801	760
lp_1160	4465	4794	4548	1454	6561	1908	1686	1058
lp_1161	2763	2551	2391	2648	2852	3098	2999	3117
lp_1162	3062	3004	2721	3010	3617	4230	4520	4534
lp_1163	114	218	222	237	91	192	203	198
lp_1164	545	462	434	522	727	681	885	962
lp_1165	630	586	494	668	656	678	916	998
lp_1166	2524	2969	2371	2790	2706	3283	3958	3978
lp_1168	165	119	421	623	228	226	745	1054
lp_1169	3225	4009	4767	4761	2118	2676	3683	3662
lp_1171	76	69	49	73	46	45	51	64
lp_1173	3485	4275	2399	2378	3511	4831	2601	2673
lp_1174	542	565	505	411	586	493	426	384
lp_1175	6740	7376	2023	1999	6857	7406	3141	3116
lp_1239	860	724	177	268	692	735	161	207
lp_1240	1666	1592	617	1033	1169	1350	796	851
lp_1241	7091	7305	5840	4206	5494	4174	3504	3541
lp_1242	46	22	26	50	72	130	222	235
lp_1243	589	569	290	363	669	666	396	415
lp_1244	1863	1638	882	1029	1554	1410	844	981
lp_1245	771	1191	1487	1882	589	774	1661	1440
lp_1247	3998	3568	2473	2565	2877	2563	1884	1930
lp_1248	1964	2016	1338	1128	1652	1484	1043	1040
lp_1249	675	916	1374	1667	851	1254	2267	2203
lp_1250	845	1010	1683	2206	1051	1823	2650	2601
lp_1251	333	397	668	642	253	442	745	682
lp_1253	5928	7974	14852	14611	2174	3518	9016	5471
lp_1255	6780	7310	6055	6527	6089	6921	8126	7717
lp_1256	148	135	77	87	164	201	92	154
lp_1257	1282	1467	1548	1744	1237	1912	2135	1994
lp_1258	556	499	447	482	475	530	345	464
lp_1259	783	579	366	461	702	627	370	470
lp_1260	662	537	306	415	516	643	261	399
lp_1262	390	420	664	834	346	440	518	681
lp_1263	650	724	1064	1371	553	767	805	1055
lp_1264	744	934	1419	1569	604	692	833	970
lp_1265	892	964	1399	1720	617	808	1049	1133
lp_1267	1553	1724	1560	1434	1588	1259	1603	1400
lp_1268	175	89	54	57	160	207	37	72
lp_1273	13466	11719	26810	24079	17171	11151	27418	27860
lp_1274	61719	62536	119240	127850	63968	61027	157418	154758
lp_1275	6539	6665	4655	5223	5969	7089	4650	5756
lp_1276	3578	3573	3035	3102	3341	3031	2941	2941
lp_1277	3037	3098	2458	2339	3280	3380	2603	2733
lp_1278	3547	3835	2018	1920	3869	4583	2034	2371
lp_1280	4831	6551	6584	7535	3920	5488	8666	7791
lp_1281	5502	5717	5194	5068	5348	5515	6591	6028
lp_1289	56	49	55	61	40	50	54	63
lp_1290	79	49	85	74	74	52	93	62
lp_1291	484	476	523	733	364	470	715	752
lp_1292	4608	4867	1487	1444	3335	3901	1888	1965
lp_1293	634	764	470	693	549	973	786	834
lp_1295	553	674	765	864	525	899	1006	1059
lp_1296	491	610	679	830	415	659	927	887
lp_1297	163	195	175	153	245	342	188	214
lp_1298	74	90	100	133	176	210	145	208
lp_1299	900	994	667	997	650	824	753	958
lp_1300	761	741	665	400	858	778	506	481
lp_1301	11449	14008	9428	9272	10181	11723	11110	9451
lp_1302	335	416	176	218	548	619	686	579
lp_1311	930	929	875	1073	922	855	875	1118
lp_1313	211	220	199	243	124	136	131	164
lp_1314	2765	3573	2308	2357	1802	2630	2100	1957
lp_1315	543	583	613	645	493	621	680	717
lp_1316	18278	20494	15483	17042	16921	20405	18761	18582
lp_1317	4511	4097	3642	3564	4490	4298	4094	3768
lp_1319	3450	3165	2187	2293	2994	3274	2738	3015
lp_1320	370	529	552	799	432	607	968	907
lp_1321	6201	7162	7132	7942	5366	6488	8732	8486
lp_1322	4250	4634	4472	5033	3567	4277	5484	5265
lp_1324	12	7	12	15	5	6	7	6
lp_1325	12	10	6	2	10	8	4	7
lp_1326	4	6	8	8	8	3	8	10
lp_1327	73	81	67	77	69	89	63	65
lp_1328	350	390	311	376	424	424	515	504
lp_1329	11006	13260	11107	10922	9913	10096	11581	9934
lp_1330	1135	1016	1425	1123	1554	727	1093	698
lp_1333	46	62	53	39	48	33	37	41
lp_1334	274	300	209	201	241	263	229	212
lp_1335	189	239	176	199	210	295	195	229
lp_1336	287	290	230	273	204	376	275	272
lp_1339	176	198	221	374	228	314	436	337
lp_1341	96	96	55	71	89	62	52	89
lp_1342	232	251	152	189	207	190	147	216
lp_1343	208	191	184	146	195	158	131	180
lp_1353	275	171	990	1314	430	248	956	1481
lp_1354	741	682	1342	1396	1320	825	1367	1689
lp_1355	1585	1529	968	863	2487	2089	1467	1505
lp_1356	1145	1172	808	710	2263	1392	1084	935
lp_1357	4812	4576	2340	2296	4399	4610	3820	4438
lp_1358	2907	2986	1391	1269	2382	2925	1324	1651
lp_1360	5864	6916	8996	8424	7294	6485	12511	9350
lp_1362	227	247	301	383	181	238	335	366
lp_1363	773	768	639	567	709	629	695	510
lp_1364	4258	4964	4125	4848	3903	5077	5488	5276
lp_1369	1121	1487	1067	1022	1031	1302	1129	1059
lp_1370	431	539	422	441	502	472	420	387
lp_1371	1844	2055	1876	1871	1714	1919	1713	1805
lp_1372	704	567	469	273	665	417	343	342
lp_1373	658	701	486	624	488	579	531	603
lp_1374	52	126	94	102	120	222	432	396
lp_1375	43	52	64	80	135	195	395	420
lp_1377	40	34	13	22	56	58	44	63
lp_1378	40	34	44	41	53	80	50	68
lp_1379	64	59	50	79	75	69	81	61
lp_1380	91	68	81	54	57	90	73	63
lp_1381	261	260	150	155	229	252	171	168
lp_1385	14	30	4	12	18	12	10	4
lp_1386	221	178	90	59	130	147	60	91
lp_1388	1351	993	724	358	1252	527	329	212
lp_1390	694	632	335	341	605	767	288	498
lp_1391	5849	5677	4017	3839	6268	6362	4416	4256
lp_1392	11	27	45	52	8	25	42	57
lp_1395	146	265	324	400	221	331	423	444
lp_1403	178	251	99	159	149	192	197	183
lp_1406	956	779	751	577	909	498	639	478
lp_1407	1511	1829	1971	2258	996	1533	1822	1728
lp_1409	15	17	17	13	22	31	18	31
lp_1410	806	731	341	470	743	897	465	592
lp_1411	956	1020	671	803	858	1082	568	693
lp_1412	244	362	217	216	222	276	141	165
lp_1413	6924	6022	3960	3654	6592	6163	2872	3311
lp_1415	3491	2949	2689	2266	3211	1806	2056	1767
lp_1416	1593	1551	887	825	1273	1452	617	785
lp_1417	5186	5274	2763	2958	3890	5752	2223	2805
lp_1418	2090	1978	1302	1455	1652	1951	1151	1341
lp_1420	18	39	45	58	15	51	56	96
lp_1422	325	389	386	423	239	325	346	356
lp_1424	153	188	73	51	119	184	79	83
lp_1425	316	310	206	281	326	423	245	256
lp_1426	504	504	648	698	325	445	671	683
lp_1427	602	832	563	474	1150	1172	977	710
lp_1430	517	574	551	608	890	1022	952	1093
lp_1431	1134	1278	1171	1425	1179	1479	1333	1369
lp_1435	1940	2234	788	655	1650	2084	720	735
lp_1436	9790	8785	6098	11488	16	30	25	38
lp_1437	21052	18856	16616	26784	41	63	119	125
lp_1438	10584	9880	9087	13958	18	30	52	39
lp_1440	14	20	14	12	17	26	40	38
lp_1442	784	791	469	417	60	68	112	81
lp_1443	158	204	285	271	317	355	559	457
lp_1445	290	286	138	146	97	110	98	112
lp_1446	158	242	1053	1281	138	258	616	672
lp_1447	28	48	155	179	19	29	93	70
lp_1448	59	52	256	267	35	71	162	166
lp_1449	32	38	165	168	31	50	106	84
lp_1450	77	66	228	279	56	94	109	86
lp_1452	27460	32216	21175	19480	28744	28285	25625	20807
lp_1453	445	533	651	628	401	437	615	513
lp_1454	655	726	978	980	623	757	1030	814
lp_1455	978	949	753	792	1139	1140	978	1088
lp_1456	907	840	746	677	982	939	966	978
lp_1457	2681	2776	1720	1950	2722	2672	1908	2456
lp_1458	1297	1358	830	695	1142	1072	860	887
lp_1459	1695	2099	1931	1869	1349	1483	1777	1566
lp_1460	4056	4231	3233	3743	3485	4239	3697	4183
lp_1461	18147	19025	15194	15429	16860	20415	18464	19173
lp_1462	7740	7991	6558	5862	7752	8243	7423	7363
lp_1465	96	100	163	161	41	50	73	71
lp_1466	263	323	623	632	149	195	318	309
lp_1467	55	85	69	87	28	36	28	47
lp_1468	1396	1789	1804	2086	1183	1658	1611	1933
lp_1469	1824	2016	2149	2583	1271	1732	1969	2413
lp_1470	2100	2419	2160	2793	1542	1974	1997	2441
lp_1471	1236	1576	1184	1663	756	1239	934	1416
lp_1472	1892	1998	1993	2218	989	1076	994	1477
lp_1482	263	282	617	773	365	341	222	491
lp_1483	1322	1372	2639	3436	1050	902	807	1239
lp_1507	6818	7834	8044	7416	6200	6672	7368	6493
lp_1508	6699	7199	6426	7425	5817	6941	7760	7874
lp_1509	2015	2195	1963	2224	1606	2274	2298	2431
lp_1510	1158	1142	1155	1174	1154	1282	1218	1290
lp_1511	1396	1532	1347	1382	1264	1159	1407	1453
lp_1512	4919	5244	4294	4969	4279	5651	5346	6037
lp_1513	3379	3183	2506	2959	2845	3270	2940	3190
lp_1514	16379	18876	15853	16899	17091	20012	21647	20951
lp_1515	35651	36861	23616	18545	37065	37392	18138	16979
lp_1516	19298	14428	13384	8212	20484	11514	6764	5394
lp_1517	18523	17464	13324	8837	18067	13639	7874	6484
lp_1518	0	2	1	0	6	4	0	6
lp_1519	142	192	241	184	207	316	287	275
lp_1521	71	80	121	110	74	151	181	193
lp_1522	109	122	96	171	76	99	98	194
lp_1523	103	150	266	262	189	239	424	366
lp_1525	101	76	63	94	33	46	45	56
lp_1527	2300	2147	1701	2014	1778	2109	1723	2094
